,TXNAME,GENENAME
62236,ENSMUST00000149470.1,Entpd8
62237,ENSMUST00000149471.1,Hibadh
62238,ENSMUST00000149472.2,1700086P04Rik
62239,ENSMUST00000149473.1,Aimp2
62240,ENSMUST00000149474.1,Cdk1
62241,ENSMUST00000149475.7,Fnip2
62242,ENSMUST00000149476.2,Aldh18a1
62243,ENSMUST00000149477.1,Dvl2
62244,ENSMUST00000149478.7,Plxnb3
62245,ENSMUST00000149479.7,Ampd2
62246,ENSMUST00000149480.1,Svop
62247,ENSMUST00000149481.1,Gm11986
62248,ENSMUST00000149482.1,Ndufv1
62249,ENSMUST00000149483.1,Wdr44
62250,ENSMUST00000149485.1,Vta1
62251,ENSMUST00000149486.1,Bptf
62252,ENSMUST00000149487.1,Hyal3
62253,ENSMUST00000149488.1,B630019A10Rik
62254,ENSMUST00000149489.7,Psmd3
62255,ENSMUST00000149490.7,Vps9d1
62256,ENSMUST00000149491.1,Fpgs
62257,ENSMUST00000149493.1,Atp2a3
62258,ENSMUST00000149494.1,Klrc2
62259,ENSMUST00000149495.1,Ebp
62260,ENSMUST00000149496.1,Mest
62261,ENSMUST00000149497.3,Camk1
62262,ENSMUST00000149498.1,Cdk11b
62263,ENSMUST00000149499.8,Ralgapa2
62264,ENSMUST00000149500.1,Gm14950
62265,ENSMUST00000149501.1,Atp8a1
62266,ENSMUST00000149502.7,Tex30
62267,ENSMUST00000149504.1,Aim1l
62268,ENSMUST00000149505.1,Tfap2d
62269,ENSMUST00000149506.7,A230056P14Rik
62270,ENSMUST00000149507.1,Tlr7
62271,ENSMUST00000149508.1,Zfp592
62272,ENSMUST00000149509.1,4933433C11Rik
62273,ENSMUST00000149510.1,Srsf9
62274,ENSMUST00000149511.1,Etfdh
62275,ENSMUST00000149512.2,Nyap1
62276,ENSMUST00000149513.1,AI314180
62277,ENSMUST00000149514.7,2210013O21Rik
62278,ENSMUST00000149515.1,Gm13782
62279,ENSMUST00000149516.7,Prdm13
62280,ENSMUST00000149517.1,Aqp7
62281,ENSMUST00000149518.1,Tbp
62282,ENSMUST00000149519.7,Itga2b
62283,ENSMUST00000149520.7,Casp12
62284,ENSMUST00000149521.7,Lsp1
62285,ENSMUST00000149522.1,Ccbl1
62286,ENSMUST00000149523.1,Zfp133-ps
62287,ENSMUST00000149525.7,Ikbkg
62288,ENSMUST00000149526.1,Nprl3
62289,ENSMUST00000149527.1,Slc4a10
62290,ENSMUST00000149528.1,Gsr
62291,ENSMUST00000149529.7,Tnni2
62292,ENSMUST00000149530.7,Gnao1
62293,ENSMUST00000149531.1,Cul1
62294,ENSMUST00000149532.7,Sept2
62295,ENSMUST00000149533.7,Tec
62296,ENSMUST00000149534.1,Hk1
62297,ENSMUST00000149535.1,4933427G17Rik
62298,ENSMUST00000149536.2,Rgl1
62299,ENSMUST00000149537.7,Fastk
62300,ENSMUST00000149538.1,Gm16019
62301,ENSMUST00000149539.1,Ddx58
62302,ENSMUST00000149540.2,Zfp444
62303,ENSMUST00000149541.7,Wdr11
62304,ENSMUST00000149542.1,Cops7b
62305,ENSMUST00000149543.8,Fam131a
62306,ENSMUST00000149544.7,Chchd7
62307,ENSMUST00000149545.7,AU015836
62308,ENSMUST00000149546.1,Ccdc174
62309,ENSMUST00000149547.1,Sgip1
62310,ENSMUST00000149548.1,Rassf7
62311,ENSMUST00000149549.1,Gm6710
62312,ENSMUST00000149550.1,Ash2l
62313,ENSMUST00000149551.1,Ccpg1
62314,ENSMUST00000149552.2,Gm16758
62315,ENSMUST00000149553.1,Dnajb6
62316,ENSMUST00000149555.1,Invs
62317,ENSMUST00000149556.1,Rusc2
62318,ENSMUST00000149557.2,D630045J12Rik
62319,ENSMUST00000149558.1,Fam132a
62320,ENSMUST00000149559.1,Vamp2
62321,ENSMUST00000149560.1,Zfp735
62322,ENSMUST00000149561.7,Trim24
62323,ENSMUST00000149562.1,Gm16235
62324,ENSMUST00000149563.1,Efcab6
62325,ENSMUST00000149564.7,2700049A03Rik
62326,ENSMUST00000149565.7,Agpat5
62327,ENSMUST00000149566.1,Rpl7
62328,ENSMUST00000149567.1,Gm15254
62329,ENSMUST00000149568.1,Fam63a
62330,ENSMUST00000149569.8,Apol6
62331,ENSMUST00000149572.7,2410114N07Rik
62332,ENSMUST00000149573.1,Kdr
62333,ENSMUST00000149574.1,Gm14964
62334,ENSMUST00000149575.7,Spag8
62335,ENSMUST00000149576.1,Gm14233
62336,ENSMUST00000149577.1,1810010K12Rik
62337,ENSMUST00000149578.7,Set
62338,ENSMUST00000149579.2,Arid4b
62339,ENSMUST00000149581.1,Stk39
62340,ENSMUST00000149582.7,Mkl1
62341,ENSMUST00000149583.1,Prkcb
62342,ENSMUST00000149584.7,Setd5
62343,ENSMUST00000149585.7,Ramp2
62344,ENSMUST00000149586.2,Tax1bp1
62345,ENSMUST00000149587.7,Bsdc1
62346,ENSMUST00000149588.7,Tax1bp1
62347,ENSMUST00000149589.1,Tmc6
62348,ENSMUST00000149590.7,Psen2
62349,ENSMUST00000149591.1,Naa10
62350,ENSMUST00000149592.1,Gm12065
62351,ENSMUST00000149593.1,Enpp6
62352,ENSMUST00000149595.7,Gprasp1
62353,ENSMUST00000149596.1,AI464131
62354,ENSMUST00000149597.1,Mlx
62355,ENSMUST00000149598.1,Acsm3
62356,ENSMUST00000149599.1,Ndrg3
62357,ENSMUST00000149600.7,Rad9b
62358,ENSMUST00000149601.7,1500017E21Rik
62359,ENSMUST00000149602.1,Aasdh
62360,ENSMUST00000149603.7,Nipsnap1
62361,ENSMUST00000149604.4,Syna
62362,ENSMUST00000149605.1,Prdm16
62363,ENSMUST00000149607.7,Slc9a8
62364,ENSMUST00000149608.1,Gm13840
62365,ENSMUST00000149609.1,Gm13830
62366,ENSMUST00000149610.2,Tpi1
62367,ENSMUST00000149611.1,Car10
62368,ENSMUST00000149612.7,Zcchc4
62369,ENSMUST00000149613.1,Gm13847
62370,ENSMUST00000149614.1,5730455P16Rik
62371,ENSMUST00000149615.7,Srp14
62372,ENSMUST00000149616.7,Ttn
62373,ENSMUST00000149617.1,Fam47e
62374,ENSMUST00000149618.1,Gm9951
62375,ENSMUST00000149619.1,Gm13387
62376,ENSMUST00000149620.1,Rars2
62377,ENSMUST00000149621.1,1700021K19Rik
62378,ENSMUST00000149622.1,Gpr107
62379,ENSMUST00000149623.7,Xbp1
62380,ENSMUST00000149624.7,Map4k2
62381,ENSMUST00000149625.7,Adam33
62382,ENSMUST00000149627.1,Pcna
62383,ENSMUST00000149628.1,Dbi
62384,ENSMUST00000149629.8,Hectd2
62385,ENSMUST00000149630.7,Rasgrf2
62386,ENSMUST00000149631.3,Ergic2
62387,ENSMUST00000149632.1,Alkbh7
62388,ENSMUST00000149633.1,Slc26a7
62389,ENSMUST00000149634.1,Pafah1b3
62390,ENSMUST00000149635.7,Rorb
62391,ENSMUST00000149636.1,Gale
62392,ENSMUST00000149637.1,Lhx3
62393,ENSMUST00000149638.7,Nat6
62394,ENSMUST00000149639.1,Ddx3x
62395,ENSMUST00000149640.1,Paqr6
62396,ENSMUST00000149642.2,Nsf
62397,ENSMUST00000149643.1,Spc25
62398,ENSMUST00000149644.7,Hk3
62399,ENSMUST00000149645.7,Narfl
62400,ENSMUST00000149646.2,Atp6v1f
62401,ENSMUST00000149647.1,Sigmar1
62402,ENSMUST00000149648.1,Pmpcb
62403,ENSMUST00000149649.1,Rnf25
62404,ENSMUST00000149650.1,Ankrd6
62405,ENSMUST00000149651.7,Dcp1b
62406,ENSMUST00000149652.1,Eno2
62407,ENSMUST00000149653.1,Mapk8ip1
62408,ENSMUST00000149654.7,Polr2i
62409,ENSMUST00000149655.5,Slc9b2
62410,ENSMUST00000149656.1,Usp16
62411,ENSMUST00000149657.4,Mfsd10
62412,ENSMUST00000149658.1,Cstf2
62413,ENSMUST00000149659.1,Tcaim
62414,ENSMUST00000149660.1,Mrps35
62415,ENSMUST00000149661.1,Gm15325
62416,ENSMUST00000149662.1,Bcas3
62417,ENSMUST00000149663.3,Cd300lb
62418,ENSMUST00000149664.1,Lhx2
62419,ENSMUST00000149665.1,Kdelc1
62420,ENSMUST00000149666.1,Lmntd1
62421,ENSMUST00000149667.7,9430008C03Rik
62422,ENSMUST00000149668.1,Afmid
62423,ENSMUST00000149669.7,Wsb2
62424,ENSMUST00000149670.1,Dnase1
62425,ENSMUST00000149671.1,1700026D08Rik
62426,ENSMUST00000149672.1,Dab1
62427,ENSMUST00000149673.1,Lrwd1
62428,ENSMUST00000149674.7,Iqce
62429,ENSMUST00000149675.1,Peli1
62430,ENSMUST00000149676.2,Fam166b
62431,ENSMUST00000149677.1,Gm12367
62432,ENSMUST00000149678.1,Dpp6
62433,ENSMUST00000149679.7,Orc4
62434,ENSMUST00000149680.7,Nmd3
62435,ENSMUST00000149682.1,Rnf157
62436,ENSMUST00000149683.8,Cep112
62437,ENSMUST00000149684.1,Por
62438,ENSMUST00000149685.7,Tspyl2
62439,ENSMUST00000149686.1,Il4i1
62440,ENSMUST00000149687.1,2210406O10Rik
62441,ENSMUST00000149688.2,Mthfs
62442,ENSMUST00000149689.1,Gm14418
62443,ENSMUST00000149690.1,Nr5a1
62444,ENSMUST00000149691.1,Cst3
62445,ENSMUST00000149692.1,Dyx1c1Ccpg1
62446,ENSMUST00000149694.1,Chd8
62447,ENSMUST00000149695.7,Ilk
62448,ENSMUST00000149697.2,Sec23b
62449,ENSMUST00000149698.1,B4galt5
62450,ENSMUST00000149699.7,Zfp758
62451,ENSMUST00000149700.7,Plin2
62452,ENSMUST00000149701.1,Sh3bp5l
62453,ENSMUST00000149702.1,Ift88os
62454,ENSMUST00000149703.3,Pfas
62455,ENSMUST00000149704.1,Poglut1
62456,ENSMUST00000149705.1,Syndig1
62457,ENSMUST00000149706.1,Ptges3l
62458,ENSMUST00000149707.1,C230014O12Rik
62459,ENSMUST00000149708.1,Ipcef1
62460,ENSMUST00000149709.1,Dmxl2
62461,ENSMUST00000149710.7,Sntg2
62462,ENSMUST00000149711.1,Spag5
62463,ENSMUST00000149712.7,Ankef1
62464,ENSMUST00000149713.1,Acin1
62465,ENSMUST00000149714.7,Lin54
62466,ENSMUST00000149716.3,Hagh
62467,ENSMUST00000149717.7,Dixdc1
62468,ENSMUST00000149718.7,Mthfsd
62469,ENSMUST00000149719.7,Abi1
62470,ENSMUST00000149720.2,Tor2a
62471,ENSMUST00000149721.1,Tle6
62472,ENSMUST00000149722.5,Dhrs7c
62473,ENSMUST00000149723.1,Fermt2
62474,ENSMUST00000149724.1,Rab25
62475,ENSMUST00000149725.1,Necab3
62476,ENSMUST00000149726.7,Tm9sf1
62477,ENSMUST00000149727.7,Slc43a2
62478,ENSMUST00000149728.6,Ing3
62479,ENSMUST00000149729.1,Ccnl1
62480,ENSMUST00000149730.1,Gle1
62481,ENSMUST00000149732.7,Mogat1
62482,ENSMUST00000149733.7,Sardh
62483,ENSMUST00000149734.1,Tpm3
62484,ENSMUST00000149735.1,Dync1i2
62485,ENSMUST00000149736.1,Osbpl5
62486,ENSMUST00000149737.7,Smap1
62487,ENSMUST00000149738.7,Adarb1
62488,ENSMUST00000149739.1,Gm13023
62489,ENSMUST00000149740.1,Hif1a
62490,ENSMUST00000149741.1,Gm15979
62491,ENSMUST00000149743.1,Spsb1
62492,ENSMUST00000149745.7,Rreb1
62493,ENSMUST00000149746.1,Rrp1b
62494,ENSMUST00000149747.1,Zfp687
62495,ENSMUST00000149748.7,Brip1
62496,ENSMUST00000149749.2,9030624J02Rik
62497,ENSMUST00000149750.1,E2f2
62498,ENSMUST00000149751.2,Gm11346
62499,ENSMUST00000149752.7,Sorbs2
62500,ENSMUST00000149753.7,Ttc3
62501,ENSMUST00000149754.1,Arhgap20
62502,ENSMUST00000149755.8,Zcchc17
62503,ENSMUST00000149756.7,Tulp4
62504,ENSMUST00000149757.1,Wdpcp
62505,ENSMUST00000149758.7,Vav2
62506,ENSMUST00000149759.1,Cenpa
62507,ENSMUST00000149760.7,Ccnt2
62508,ENSMUST00000149761.1,8030474K03Rik
62509,ENSMUST00000149763.2,Hpca
62510,ENSMUST00000149764.7,Mpdu1
62511,ENSMUST00000149766.1,Acsm3
62512,ENSMUST00000149767.1,Spg20
62513,ENSMUST00000149769.5,Bcat1
62514,ENSMUST00000149770.7,Rai1
62515,ENSMUST00000149771.7,Stag1
62516,ENSMUST00000149773.1,Muc4
62517,ENSMUST00000149774.1,Arhgap4
62518,ENSMUST00000149775.2,Olfr1038-ps
62519,ENSMUST00000149776.2,Dusp16
62520,ENSMUST00000149777.7,Slc25a39
62521,ENSMUST00000149778.1,Abhd11
62522,ENSMUST00000149779.1,Il4i1
62523,ENSMUST00000149780.1,Vamp2
62524,ENSMUST00000149781.7,Ndfip2
62525,ENSMUST00000149782.7,Gm20422
62526,ENSMUST00000149783.1,Ddx59
62527,ENSMUST00000149784.1,Als2cr11
62528,ENSMUST00000149786.1,Mllt10
62529,ENSMUST00000149787.7,Tenm2
62530,ENSMUST00000149788.1,Acss2
62531,ENSMUST00000149789.1,Egfl7
62532,ENSMUST00000149790.1,Stxbp5l
62533,ENSMUST00000149791.7,Mgat4a
62534,ENSMUST00000149792.1,Nmb
62535,ENSMUST00000149793.1,Zfp74
62536,ENSMUST00000149794.1,Dnaja1
62537,ENSMUST00000149795.7,Syp
62538,ENSMUST00000149796.1,Rer1
62539,ENSMUST00000149797.2,Arl6
62540,ENSMUST00000149798.1,Jup
62541,ENSMUST00000149799.1,Rasa1
62542,ENSMUST00000149800.2,Ephb1
62543,ENSMUST00000149801.1,Tspan11
62544,ENSMUST00000149802.1,Poldip3
62545,ENSMUST00000149803.7,Crem
62546,ENSMUST00000149804.1,Cdc42se1
62547,ENSMUST00000149805.7,Numbl
62548,ENSMUST00000149806.1,Klc2
62549,ENSMUST00000149807.1,Kdf1
62550,ENSMUST00000149808.1,Ucp2
62551,ENSMUST00000149809.7,Irak1
62552,ENSMUST00000149810.6,Golga1
62553,ENSMUST00000149811.2,Alg13
62554,ENSMUST00000149812.1,Lama5
62555,ENSMUST00000149814.7,Gga3
62556,ENSMUST00000149815.3,Far2os2
62557,ENSMUST00000149816.7,Ahcyl2
62558,ENSMUST00000149817.7,Gm12454
62559,ENSMUST00000149818.1,Zer1
62560,ENSMUST00000149819.7,Timm10b
62561,ENSMUST00000149820.1,Gm13748
62562,ENSMUST00000149821.1,Ick
62563,ENSMUST00000149822.2,2810008D09Rik
62564,ENSMUST00000149823.1,Myo5a
62565,ENSMUST00000149824.1,Apol7b
62566,ENSMUST00000149825.1,4930503B20Rik
62567,ENSMUST00000149826.1,Gm11963
62568,ENSMUST00000149827.7,Timm44
62569,ENSMUST00000149828.7,Trim24
62570,ENSMUST00000149829.7,Ifit2
62571,ENSMUST00000149830.7,E130307A14Rik
62572,ENSMUST00000149831.7,Lrrc8d
62573,ENSMUST00000149832.1,Lace1
62574,ENSMUST00000149833.7,1110004E09Rik
62575,ENSMUST00000149834.7,Spata6
62576,ENSMUST00000149835.1,Arl6ip4
62577,ENSMUST00000149836.1,Chil3
62578,ENSMUST00000149837.1,Ebna1bp2
62579,ENSMUST00000149838.7,Tulp4
62580,ENSMUST00000149839.1,AW495222
62581,ENSMUST00000149841.7,Brd7
62582,ENSMUST00000149842.1,Golga1
62583,ENSMUST00000149843.1,Idh3b
62584,ENSMUST00000149844.7,Elmo2
62585,ENSMUST00000149845.1,Mink1
62586,ENSMUST00000149846.1,Sptan1
62587,ENSMUST00000149847.1,Slc12a9
62588,ENSMUST00000149848.1,Gm11816
62589,ENSMUST00000149849.1,Sdr9c7
62590,ENSMUST00000149850.7,Snapc4
62591,ENSMUST00000149851.7,Fam189a1
62592,ENSMUST00000149852.1,Myh7
62593,ENSMUST00000149853.1,Phkg2
62594,ENSMUST00000149854.7,Gpcpd1
62595,ENSMUST00000149855.7,Sema5b
62596,ENSMUST00000149856.1,Col27a1
62597,ENSMUST00000149857.2,Rpl36a
62598,ENSMUST00000149858.1,Rgs14
62599,ENSMUST00000149859.4,Mkln1
62600,ENSMUST00000149860.1,Pax8
62601,ENSMUST00000149861.1,4933406J08Rik
62602,ENSMUST00000149862.1,Rnf20
62603,ENSMUST00000149863.2,Mtcp1
62604,ENSMUST00000149864.1,Aass
62605,ENSMUST00000149865.1,Slc13a2os
62606,ENSMUST00000149866.1,Chd6
62607,ENSMUST00000149867.1,Ankrd40
62608,ENSMUST00000149868.7,Atp6v0b
62609,ENSMUST00000149869.1,Dhx58
62610,ENSMUST00000149870.7,Leprel2
62611,ENSMUST00000149871.7,Irak1
62612,ENSMUST00000149872.1,Mycbpap
62613,ENSMUST00000149873.1,Gm15246
62614,ENSMUST00000149874.7,Cflar
62615,ENSMUST00000149875.1,Fut9
62616,ENSMUST00000149876.1,Dhx32
62617,ENSMUST00000149877.1,Stx2
62618,ENSMUST00000149878.7,Srsf10
62619,ENSMUST00000149880.1,Slc16a11
62620,ENSMUST00000149881.7,Plagl1
62621,ENSMUST00000149882.1,Atp13a3
62622,ENSMUST00000149883.1,Lcp1
62623,ENSMUST00000149884.1,Snapin
62624,ENSMUST00000149885.7,Ttc3
62625,ENSMUST00000149886.1,Letm1
62626,ENSMUST00000149887.1,Mfsd6
62627,ENSMUST00000149888.1,Gm14747
62628,ENSMUST00000149889.1,E230016M11Rik
62629,ENSMUST00000149890.1,Evc
62630,ENSMUST00000149891.1,Osgin2
62631,ENSMUST00000149892.1,Dirc2
62632,ENSMUST00000149893.1,Med20
62633,ENSMUST00000149895.1,Toe1
62634,ENSMUST00000149896.1,Uspl1
62635,ENSMUST00000149897.1,Crtc2
62636,ENSMUST00000149898.1,Tmod4
62637,ENSMUST00000149900.1,Acp6
62638,ENSMUST00000149901.1,Pvrl3
62639,ENSMUST00000149902.1,Armcx2
62640,ENSMUST00000149903.7,E230008N13Rik
62641,ENSMUST00000149904.1,Rtf1
62642,ENSMUST00000149905.7,Cep250
62643,ENSMUST00000149906.1,BC037032
62644,ENSMUST00000149907.2,Copg1
62645,ENSMUST00000149908.1,Mus81
62646,ENSMUST00000149909.1,D630008O14Rik
62647,ENSMUST00000149910.1,4930512M02Rik
62648,ENSMUST00000149911.1,Myef2
62649,ENSMUST00000149913.1,Fto
62650,ENSMUST00000149914.1,Gm16070
62651,ENSMUST00000149915.1,Adam8
62652,ENSMUST00000149916.1,1600002H07Rik
62653,ENSMUST00000149917.1,Sectm1a
62654,ENSMUST00000149918.1,Dok1
62655,ENSMUST00000149919.7,Ifi44
62656,ENSMUST00000149920.1,Extl2
62657,ENSMUST00000149921.1,Tbc1d17
62658,ENSMUST00000149922.1,Slc5a9
62659,ENSMUST00000149923.1,Mrvi1
62660,ENSMUST00000149924.1,Rpn2
62661,ENSMUST00000149925.7,Ctu2
62662,ENSMUST00000149926.7,Ssbp3
62663,ENSMUST00000149927.1,D1Ertd622e
62664,ENSMUST00000149928.7,Tm6sf2
62665,ENSMUST00000149929.1,Ticam2
62666,ENSMUST00000149930.2,Ptgs1
62667,ENSMUST00000149931.1,Plcz1
62668,ENSMUST00000149932.1,Gm13184
62669,ENSMUST00000149933.7,Mphosph9
62670,ENSMUST00000149934.1,Sgms1
62671,ENSMUST00000149935.1,Gm16283
62672,ENSMUST00000149936.1,Hspa8
62673,ENSMUST00000149937.7,Txnrd2
62674,ENSMUST00000149938.1,Gm15353
62675,ENSMUST00000149939.1,Rps6ka3
62676,ENSMUST00000149940.1,Mir22hg
62677,ENSMUST00000149941.7,Mdn1
62678,ENSMUST00000149942.1,Gm831
62679,ENSMUST00000149943.1,Mapre2
62680,ENSMUST00000149944.1,Fpr2
62681,ENSMUST00000149945.2,Unc13b
62682,ENSMUST00000149946.1,Psmd1
62683,ENSMUST00000149947.7,Ppp4r1l-ps
62684,ENSMUST00000149948.7,Rab40b
62685,ENSMUST00000149949.7,Fam229b
62686,ENSMUST00000149950.1,Gm15200
62687,ENSMUST00000149952.1,Gm2415
62688,ENSMUST00000149953.1,Dpp7
62689,ENSMUST00000149954.7,Mysm1
62690,ENSMUST00000149955.8,Nop56
62691,ENSMUST00000149956.1,Aim1l
62692,ENSMUST00000149957.1,Trim47
62693,ENSMUST00000149958.1,4930448D08Rik
62694,ENSMUST00000149959.1,Vipr1
62695,ENSMUST00000149960.1,Usp11
62696,ENSMUST00000149961.1,Rdh5
62697,ENSMUST00000149962.7,Imp4
62698,ENSMUST00000149963.1,Slc24a5
62699,ENSMUST00000149964.8,Kcnq2
62700,ENSMUST00000149965.1,A430048G15Rik
62701,ENSMUST00000149966.2,Tmem116
62702,ENSMUST00000149967.8,Rab3il1
62703,ENSMUST00000149968.1,Ncor2
62704,ENSMUST00000149969.1,Mrgbp
62705,ENSMUST00000149970.7,Dcun1d4
62706,ENSMUST00000149971.1,Sdf4
62707,ENSMUST00000149972.1,Nfat5
62708,ENSMUST00000149973.1,Lpin2
62709,ENSMUST00000149974.1,H19
62710,ENSMUST00000149975.8,Chd8
62711,ENSMUST00000149976.1,Rnf121
62712,ENSMUST00000149977.8,Pcdh15
62713,ENSMUST00000149978.1,Inafm2
62714,ENSMUST00000149979.1,Ninl
62715,ENSMUST00000149980.1,Mrps24
62716,ENSMUST00000149981.1,2310002L09Rik
62717,ENSMUST00000149982.1,Tspan7
62718,ENSMUST00000149983.3,Gclm
62719,ENSMUST00000149984.1,Stxbp5l
62720,ENSMUST00000149985.7,Msn
62721,ENSMUST00000149986.1,Mis18bp1
62722,ENSMUST00000149987.1,Tor2a
62723,ENSMUST00000149988.1,Skap1
62724,ENSMUST00000149989.1,Yipf3
62725,ENSMUST00000149990.1,Gm16349
62726,ENSMUST00000149991.1,Dnah2
62727,ENSMUST00000149992.1,Cnot7
62728,ENSMUST00000149993.1,Slc4a1
62729,ENSMUST00000149994.1,Gm2309
62730,ENSMUST00000149995.1,Ubr4
62731,ENSMUST00000149996.1,Lancl1
62732,ENSMUST00000149997.7,Ebf1
62733,ENSMUST00000149998.1,Pccb
62734,ENSMUST00000149999.7,Stard8
62735,ENSMUST00000150000.1,Mib1
62736,ENSMUST00000150001.7,Dpep2
62737,ENSMUST00000150002.7,Ikbkap
62738,ENSMUST00000150003.1,Gm14974
62739,ENSMUST00000150004.1,Brd1
62740,ENSMUST00000150005.7,C130080G10Rik
62741,ENSMUST00000150006.8,Cdca2
62742,ENSMUST00000150007.1,Nfkb1
62743,ENSMUST00000150008.7,Carf
62744,ENSMUST00000150009.1,Usp46
62745,ENSMUST00000150010.1,Stxbp3a
62746,ENSMUST00000150011.1,Simc1
62747,ENSMUST00000150012.1,Slc26a5
62748,ENSMUST00000150013.1,Fbp1
62749,ENSMUST00000150014.1,Mbnl3
62750,ENSMUST00000150015.1,Mxra7
62751,ENSMUST00000150016.7,Spag5
62752,ENSMUST00000150017.7,Rangrf
62753,ENSMUST00000150018.1,Anapc15
62754,ENSMUST00000150019.7,Dcaf11
62755,ENSMUST00000150020.1,Huwe1
62756,ENSMUST00000150021.7,Fgf2
62757,ENSMUST00000150022.1,Hmha1
62758,ENSMUST00000150023.1,Ston1
62759,ENSMUST00000150024.1,Dbhos
62760,ENSMUST00000150026.1,Slc25a22
62761,ENSMUST00000150027.1,Tk1
62762,ENSMUST00000150028.1,Coro7
62763,ENSMUST00000150029.7,Reps1
62764,ENSMUST00000150030.1,Repin1
62765,ENSMUST00000150031.1,Tmem57
62766,ENSMUST00000150032.1,Ublcp1
62767,ENSMUST00000150033.7,Fam53a
62768,ENSMUST00000150034.1,1700008O03Rik
62769,ENSMUST00000150035.1,Mroh8
62770,ENSMUST00000150036.1,Ninl
62771,ENSMUST00000150037.3,E030013I19Rik
62772,ENSMUST00000150038.1,Gm10143
62773,ENSMUST00000150039.1,Top1
62774,ENSMUST00000150040.7,Vamp4
62775,ENSMUST00000150041.3,Hoxa7
62776,ENSMUST00000150042.7,Mrpl48
62777,ENSMUST00000150043.1,Adamtsl1
62778,ENSMUST00000150044.1,Tmem125
62779,ENSMUST00000150046.1,Sat1
62780,ENSMUST00000150047.7,Tpt1
62781,ENSMUST00000150048.1,Fuca2
62782,ENSMUST00000150049.7,Sec11a
62783,ENSMUST00000150050.2,Crxos
62784,ENSMUST00000150051.7,6820431F20Rik
62785,ENSMUST00000150052.1,Tmem47
62786,ENSMUST00000150053.2,Zfp941
62787,ENSMUST00000150054.1,Colq
62788,ENSMUST00000150056.1,2310061I04Rik
62789,ENSMUST00000150057.1,2010107G23Rik
62790,ENSMUST00000150058.1,Por
62791,ENSMUST00000150059.7,Armc9
62792,ENSMUST00000150060.7,Lrrc49
62793,ENSMUST00000150061.1,Ect2
62794,ENSMUST00000150062.1,Mettl21e
62795,ENSMUST00000150063.8,Gnb2
62796,ENSMUST00000150065.7,Ccdc61
62797,ENSMUST00000150066.1,Rusc2
62798,ENSMUST00000150067.1,Gid8
62799,ENSMUST00000150068.1,Gm20518
62800,ENSMUST00000150069.2,Rnf103
62801,ENSMUST00000150070.1,Acadm
62802,ENSMUST00000150071.7,Lins
62803,ENSMUST00000150072.1,Plcb4
62804,ENSMUST00000150073.1,Gm12111
62805,ENSMUST00000150074.1,Rpap2
62806,ENSMUST00000150076.7,Arrb2
62807,ENSMUST00000150077.1,Capzb
62808,ENSMUST00000150078.1,Tgif2
62809,ENSMUST00000150079.1,Gm15938
62810,ENSMUST00000150080.1,Txlng
62811,ENSMUST00000150081.7,Ppip5k1
62812,ENSMUST00000150082.1,Tox
62813,ENSMUST00000150083.7,Csgalnact1
62814,ENSMUST00000150084.1,Gm16344
62815,ENSMUST00000150085.8,Trmt1
62816,ENSMUST00000150086.6,Pfkfb3
62817,ENSMUST00000150087.1,Sox5
62818,ENSMUST00000150088.4,D5Ertd579e
62819,ENSMUST00000150089.7,Sgk1
62820,ENSMUST00000150090.7,Phtf1
62821,ENSMUST00000150091.7,Mcm10
62822,ENSMUST00000150093.7,Slc25a38
62823,ENSMUST00000150094.7,Enthd2
62824,ENSMUST00000150095.7,Suv39h1
62825,ENSMUST00000150096.7,Ptprf
62826,ENSMUST00000150097.7,Ttc3
62827,ENSMUST00000150098.1,Opcml
62828,ENSMUST00000150099.1,Gm13267
62829,ENSMUST00000150100.7,Noc4l
62830,ENSMUST00000150102.7,Sorbs2
62831,ENSMUST00000150103.2,Rpl10a
62832,ENSMUST00000150104.1,Xkr8
62833,ENSMUST00000150105.1,Hdac1
62834,ENSMUST00000150106.1,Svop
62835,ENSMUST00000150107.1,Setd5
62836,ENSMUST00000150108.7,Ndufs2
62837,ENSMUST00000150109.7,Zfp326
62838,ENSMUST00000150110.7,Tmem234
62839,ENSMUST00000150111.1,Gm12493
62840,ENSMUST00000150112.7,Gm6313
62841,ENSMUST00000150113.1,Mrps36
62842,ENSMUST00000150114.7,Sp110
62843,ENSMUST00000150115.1,Osgepl1
62844,ENSMUST00000150116.7,Orc3
62845,ENSMUST00000150117.1,Eif4a2
62846,ENSMUST00000150118.1,Zfp868
62847,ENSMUST00000150119.1,Gm13632
62848,ENSMUST00000150120.7,Cdca3
62849,ENSMUST00000150121.1,Snapc4
62850,ENSMUST00000150122.1,Arhgap27
62851,ENSMUST00000150123.7,Zc3h12b
62852,ENSMUST00000150124.1,Elmod2
62853,ENSMUST00000150125.1,Ly6h
62854,ENSMUST00000150126.7,Zak
62855,ENSMUST00000150127.1,Srrm4
62856,ENSMUST00000150128.7,Cmc2
62857,ENSMUST00000150129.1,Itgb4
62858,ENSMUST00000150130.7,Depdc5
62859,ENSMUST00000150133.2,Lman1
62860,ENSMUST00000150134.1,Phospho1
62861,ENSMUST00000150135.7,Prkag2
62862,ENSMUST00000150137.1,Calm2
62863,ENSMUST00000150138.1,1500017E21Rik
62864,ENSMUST00000150139.2,Rgs12
62865,ENSMUST00000150140.2,Cfap69
